id_metodo_uf,id_metodo,nome_metodo,id_localidade,uf,nome_uf,regiao,fator_regional_custo,fator_custo_base,fator_custo_regional_calc,fator_regional_prazo,fator_prazo_base,fator_prazo_regional_calc,percentual_material,percentual_mao_obra,percentual_admin_equip,fonte_primaria,status_validacao,nota_importante,data_atualizacao_cub
MET_09_PA_230,MET_09,EPS/ICF (Isopor Estrutural),BR_PA,PA,Pará,Norte,0.841,1250.0,1051.25,0.841,0.7,0.589,0.7,0.25,0.05,CBIC/SINAPI,VALIDADO,Expansão regional implementada,2025-11-14
MET_09_PB_231,MET_09,EPS/ICF (Isopor Estrutural),BR_PB,PB,Paraíba,Nordeste,0.877,1250.0,1096.25,0.877,0.7,0.614,0.7,0.25,0.05,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_09_PR_232,MET_09,EPS/ICF (Isopor Estrutural),BR_PR,PR,Paraná,Sul,1.02,1250.0,1275.0,1.02,0.7,0.714,0.7,0.25,0.05,CBIC/SINAPI,PARCIALMENTE_VALIDADO,Expansão regional implementada,2025-11-14
MET_09_PE_233,MET_09,EPS/ICF (Isopor Estrutural),BR_PE,PE,Pernambuco,Nordeste,0.888,1250.0,1110.0,0.888,0.7,0.622,0.7,0.25,0.05,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_09_PI_234,MET_09,EPS/ICF (Isopor Estrutural),BR_PI,PI,Piauí,Nordeste,0.872,1250.0,1090.0,0.872,0.7,0.61,0.7,0.25,0.05,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_09_RJ_235,MET_09,EPS/ICF (Isopor Estrutural),BR_RJ,RJ,Rio de Janeiro,Sudeste,0.965,1250.0,1206.25,0.965,0.7,0.675,0.7,0.25,0.05,CBIC/SINAPI,VALIDADO,Expansão regional implementada,2025-11-14
MET_09_RN_236,MET_09,EPS/ICF (Isopor Estrutural),BR_RN,RN,Rio Grande do Norte,Nordeste,0.888,1250.0,1110.0,0.888,0.7,0.622,0.7,0.25,0.05,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_09_RS_237,MET_09,EPS/ICF (Isopor Estrutural),BR_RS,RS,Rio Grande do Sul,Sul,1.05,1250.0,1312.5,1.05,0.7,0.735,0.7,0.25,0.05,CBIC/SINAPI,VALIDADO,Expansão regional implementada,2025-11-14
MET_09_RO_238,MET_09,EPS/ICF (Isopor Estrutural),BR_RO,RO,Rondônia,Norte,0.865,1250.0,1081.25,0.865,0.7,0.605,0.7,0.25,0.05,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_09_RR_239,MET_09,EPS/ICF (Isopor Estrutural),BR_RR,RR,Roraima,Norte,0.82,1250.0,1025.0,0.82,0.7,0.574,0.7,0.25,0.05,CBIC/SINAPI,VALIDADO,Expansão regional implementada,2025-11-14
MET_09_SC_240,MET_09,EPS/ICF (Isopor Estrutural),BR_SC,SC,Santa Catarina,Sul,1.045,1250.0,1306.25,1.045,0.7,0.731,0.7,0.25,0.05,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_09_SP_241,MET_09,EPS/ICF (Isopor Estrutural),BR_SP,SP,São Paulo,Sudeste,1.0,1250.0,1250.0,1.0,0.7,0.7,0.7,0.25,0.05,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_09_SE_242,MET_09,EPS/ICF (Isopor Estrutural),BR_SE,SE,Sergipe,Nordeste,0.88,1250.0,1100.0,0.88,0.7,0.616,0.7,0.25,0.05,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_09_TO_243,MET_09,EPS/ICF (Isopor Estrutural),BR_TO,TO,Tocantins,Norte,0.86,1250.0,1075.0,0.86,0.7,0.602,0.7,0.25,0.05,CBIC/SINAPI,VALIDADO,Expansão regional implementada,2025-11-14
MET_10_AC_244,MET_10,3D Printing,BR_AC,AC,Acre,Norte,0.829,1800.0,1492.2,0.829,0.5,0.414,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_AL_245,MET_10,3D Printing,BR_AL,AL,Alagoas,Nordeste,0.905,1800.0,1629.0,0.905,0.5,0.453,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_AP_246,MET_10,3D Printing,BR_AP,AP,Amapá,Norte,0.859,1800.0,1546.2,0.859,0.5,0.429,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_AM_247,MET_10,3D Printing,BR_AM,AM,Amazonas,Norte,0.842,1800.0,1515.6,0.842,0.5,0.421,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_BA_248,MET_10,3D Printing,BR_BA,BA,Bahia,Nordeste,0.896,1800.0,1612.8,0.896,0.5,0.448,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_CE_249,MET_10,3D Printing,BR_CE,CE,Ceará,Nordeste,0.9,1800.0,1620.0,0.9,0.5,0.45,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_DF_250,MET_10,3D Printing,BR_DF,DF,Distrito Federal,Centro-Oeste,0.984,1800.0,1771.2,0.984,0.5,0.492,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_ES_251,MET_10,3D Printing,BR_ES,ES,Espírito Santo,Sudeste,0.949,1800.0,1708.2,0.949,0.5,0.474,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_GO_252,MET_10,3D Printing,BR_GO,GO,Goiás,Centro-Oeste,0.958,1800.0,1724.4,0.958,0.5,0.479,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_MA_253,MET_10,3D Printing,BR_MA,MA,Maranhão,Nordeste,0.898,1800.0,1616.4,0.898,0.5,0.449,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_MT_254,MET_10,3D Printing,BR_MT,MT,Mato Grosso,Centro-Oeste,0.963,1800.0,1733.4,0.963,0.5,0.481,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_MS_255,MET_10,3D Printing,BR_MS,MS,Mato Grosso do Sul,Centro-Oeste,0.964,1800.0,1735.2,0.964,0.5,0.482,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_MG_256,MET_10,3D Printing,BR_MG,MG,Minas Gerais,Sudeste,0.982,1800.0,1767.6,0.982,0.5,0.491,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_PA_257,MET_10,3D Printing,BR_PA,PA,Pará,Norte,0.841,1800.0,1513.8,0.841,0.5,0.42,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_PB_258,MET_10,3D Printing,BR_PB,PB,Paraíba,Nordeste,0.877,1800.0,1578.6,0.877,0.5,0.439,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_PR_259,MET_10,3D Printing,BR_PR,PR,Paraná,Sul,1.02,1800.0,1836.0,1.02,0.5,0.51,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_PE_260,MET_10,3D Printing,BR_PE,PE,Pernambuco,Nordeste,0.888,1800.0,1598.4,0.888,0.5,0.444,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_PI_261,MET_10,3D Printing,BR_PI,PI,Piauí,Nordeste,0.872,1800.0,1569.6,0.872,0.5,0.436,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_RJ_262,MET_10,3D Printing,BR_RJ,RJ,Rio de Janeiro,Sudeste,0.965,1800.0,1737.0,0.965,0.5,0.482,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_RN_263,MET_10,3D Printing,BR_RN,RN,Rio Grande do Norte,Nordeste,0.888,1800.0,1598.4,0.888,0.5,0.444,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_RS_264,MET_10,3D Printing,BR_RS,RS,Rio Grande do Sul,Sul,1.05,1800.0,1890.0,1.05,0.5,0.525,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_RO_265,MET_10,3D Printing,BR_RO,RO,Rondônia,Norte,0.865,1800.0,1557.0,0.865,0.5,0.432,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_RR_266,MET_10,3D Printing,BR_RR,RR,Roraima,Norte,0.82,1800.0,1476.0,0.82,0.5,0.41,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_SC_267,MET_10,3D Printing,BR_SC,SC,Santa Catarina,Sul,1.045,1800.0,1881.0,1.045,0.5,0.522,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_SP_268,MET_10,3D Printing,BR_SP,SP,São Paulo,Sudeste,1.0,1800.0,1800.0,1.0,0.5,0.5,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_SE_269,MET_10,3D Printing,BR_SE,SE,Sergipe,Nordeste,0.88,1800.0,1584.0,0.88,0.5,0.44,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
MET_10_TO_270,MET_10,3D Printing,BR_TO,TO,Tocantins,Norte,0.86,1800.0,1548.0,0.86,0.5,0.43,0.4,0.15,0.45,CBIC/SINAPI,ESTIMADO,Expansão regional implementada,2025-11-14
